	EnsemblID	GeneSymbol	Description
5287	ENSG00000235640	ELOAP1	ELOA pseudogene 1
5288	ENSG00000186431	FCAR	Fc alpha receptor
5289	ENSG00000173572	NLRP13	NLR family pyrin domain containing 13
5290	ENSG00000307317		
5291	ENSG00000237279	H3P2	H3 histone pseudogene 2
5292	ENSG00000230320	BEND7P1	BEN domain containing 7 pseudogene 1
5293	ENSG00000308532		
5294	ENSG00000267371		
5295	ENSG00000200257	RNU6-97P	RNA, U6 small nuclear 97, pseudogene
5296	ENSG00000267535	LINC00868	long intergenic non-protein coding RNA 868
5297	ENSG00000267466		
5298	ENSG00000300229		
5299	ENSG00000305778		
5300	ENSG00000267770	LOC100419624	RAN binding protein 1 pseudogene
5301	ENSG00000181626	ANKRD62	ankyrin repeat domain 62
5302	ENSG00000295620		
5303	ENSG00000257373		
5304	ENSG00000285786		
5305	ENSG00000267076	MIX23P3	MIX23 pseudogene 3
5306	ENSG00000215512		
5307	ENSG00000248839	CLDND1-AS1	CLDND1 antisense RNA 1
5308	ENSG00000154165	GPR15	G protein-coupled receptor 15
5309	ENSG00000299364		
5310	ENSG00000255606	LINC02952	long intergenic non-protein coding RNA 2952
5311	ENSG00000254271	ANK3-DT	ANK3 divergent transcript
5312	ENSG00000235486	ANAPC1P6	ANAPC1 pseudogene 6
5313	ENSG00000286904		
5314	ENSG00000308619	LOC105369726	uncharacterized LOC105369726
5315	ENSG00000219146	RPS4XP8	ribosomal protein S4X pseudogene 8
5316	ENSG00000278351		
5317	ENSG00000301982		
5318	ENSG00000305176		
5319	ENSG00000266932		
5320	ENSG00000135824	RGS8	regulator of G protein signaling 8
5321	ENSG00000266503	RN7SL162P	RNA, 7SL, cytoplasmic 162, pseudogene
5322	ENSG00000236720	LINC01741	long intergenic non-protein coding RNA 1741
5323	ENSG00000299175		
5324	ENSG00000285993		
5325	ENSG00000252438		
5326	ENSG00000243658	MTND5P16	MT-ND5 pseudogene 16
5327	ENSG00000231476	LOC105375303	uncharacterized LOC105375303
5328	ENSG00000308777		
5329	ENSG00000099960	SLC7A4	solute carrier family 7 member 4
5330	ENSG00000237127		
5331	ENSG00000295216		
5332	ENSG00000147168	IL2RG	interleukin 2 receptor subunit gamma
5333	ENSG00000273321		
5334	ENSG00000224172		
5335	ENSG00000232672	ACTG1P21	actin gamma 1 pseudogene 21
5336	ENSG00000213560		
5337	ENSG00000174740	PABPC5	poly(A) binding protein cytoplasmic 5
5338	ENSG00000273394		
5339	ENSG00000297952		
5340	ENSG00000258981	COX5AP2	cytochrome c oxidase subunit 5A pseudogene 2
5341	ENSG00000269608	OSTCP3	oligosaccharyltransferase complex subunit pseudogene 3
5342	ENSG00000299516		
5343	ENSG00000230569		
5344	ENSG00000298065		
5345	ENSG00000237614		
5346	ENSG00000303222		
5347	ENSG00000295853		
5348	ENSG00000144820	ADGRG7	adhesion G protein-coupled receptor G7
5349	ENSG00000307767		
5350	ENSG00000136352	NKX2-1	NK2 homeobox 1
5351	ENSG00000297180		
5352	ENSG00000106006	HOXA6	homeobox A6
5353	ENSG00000236627		
5354	ENSG00000258745		
5355	ENSG00000301193		
5356	ENSG00000170819	BFSP2	beaded filament structural protein 2
5357	ENSG00000279701		
5358	ENSG00000204455	TRIM51BP	tripartite motif-containing 51B, pseudogene
5359	ENSG00000306084		
5360	ENSG00000240471	PHB1P8	PHB1 pseudogene 8
5361	ENSG00000253059	LOC124900348	uncharacterized LOC124900348
5362	ENSG00000204091	TDRG1	testis development related 1
5363	ENSG00000161649	CD300LG	CD300 molecule like family member g
5364	ENSG00000158477	CD1A	CD1a molecule
5365	ENSG00000256029		
5366	ENSG00000310476		
5367	ENSG00000231018	EIF4A1P3	eukaryotic translation initiation factor 4A1 pseudogene 3
5368	ENSG00000242952	RPSAP3	ribosomal protein SA pseudogene 3
5369	ENSG00000308202		
5370	ENSG00000220326		
5371	ENSG00000299374		
5372	ENSG00000240051	RPL23AP10	ribosomal protein L23a pseudogene 10
5373	ENSG00000214147	ENAHP1	ENAH pseudogene 1
5374	ENSG00000295456		
5375	ENSG00000226540	GAPDHP73	glyceraldehyde-3-phosphate dehydrogenase pseudogene 73
5376	ENSG00000287393		
5377	ENSG00000272797		
5378	ENSG00000271234		
5379	ENSG00000254599		
5380	ENSG00000302699		
5381	ENSG00000309556		
5382	ENSG00000302118		
5383	ENSG00000226482	ADIPOQ-AS1	ADIPOQ antisense RNA 1
5384	ENSG00000307751		
5385	ENSG00000264243		
5386	ENSG00000200026	LOC124900277	U8 small nucleolar RNA
5387	ENSG00000218029		
5388	ENSG00000305295		
5389	ENSG00000231134	TCF7L1-IT1	TCF7L1 intronic transcript 1
5390	ENSG00000231626		
5391	ENSG00000266720	RN7SL14P	RNA, 7SL, cytoplasmic 14, pseudogene
5392	ENSG00000303276		
5393	ENSG00000283005	CDC27P3	cell division cycle 27 pseudogene 3
5394	ENSG00000309521		
5395	ENSG00000217680	UBE2V1P15	UBE2V1 pseudogene 15
5396	ENSG00000219604		
5397	ENSG00000296839		
5398	ENSG00000290857	CHEK2P2	CHEK2 pseudogene 2
5399	ENSG00000259098		
5400	ENSG00000297199	LOC124901343	uncharacterized LOC124901343
5401	ENSG00000310005		
5402	ENSG00000232655	LINC01656	long intergenic non-protein coding RNA 1656
5403	ENSG00000308781		
5404	ENSG00000231837	RPS7P2	ribosomal protein S7 pseudogene 2
5405	ENSG00000232366	VDAC1P9	voltage dependent anion channel 1 pseudogene 9
5406	ENSG00000229914	RPS10P8	ribosomal protein S10 pseudogene 8
5407	ENSG00000303044		
5408	ENSG00000237490	RPS27AP17	RPS27A pseudogene 17
5409	ENSG00000301394		
5410	ENSG00000302842		
5411	ENSG00000243150	MLF1-DT	MLF1 divergent transcript
5412	ENSG00000243044		
5413	ENSG00000249574	LOC442497	uncharacterized LOC442497
5414	ENSG00000258923	MTND5P35	MT-ND5 pseudogene 35
5415	ENSG00000242571	RPL21P11	ribosomal protein L21 pseudogene 11
5416	ENSG00000268129	U2SURP-AS1	U2SURP antisense RNA 1
5417	ENSG00000222778	RNA5SP144	RNA, 5S ribosomal pseudogene 144
5418	ENSG00000244503	EEF1A1P45	eukaryotic translation elongation factor 1 alpha 1 pseudogene 45
5419	ENSG00000213179	RPL17P41	ribosomal protein L17 pseudogene 41
5420	ENSG00000275427	LOC286083	uncharacterized LOC286083
5421	ENSG00000243969		
5422	ENSG00000294827		
5423	ENSG00000303122		
5424	ENSG00000264607	MIR3173	microRNA 3173
5425	ENSG00000305346		
5426	ENSG00000308252		
5427	ENSG00000271198	VDAC3P1	voltage dependent anion channel 3 pseudogene 1
5428	ENSG00000242560	RN7SL797P	RNA, 7SL, cytoplasmic 797, pseudogene
5429	ENSG00000236920		
5430	ENSG00000239443	PABPC1P10	poly(A) binding protein cytoplasmic 1 pseudogene 10
5431	ENSG00000288807		
5432	ENSG00000267472	ARHGAP27P2	Rho GTPase activating protein 27 pseudogene 2
5433	ENSG00000255437	LOC100421160	structural maintenance of chromosomes 5 pseudogene
5434	ENSG00000253648		
5435	ENSG00000271654		
5436	ENSG00000290061		
5437	ENSG00000303324	LOC105374263	uncharacterized LOC105374263
5438	ENSG00000304906		
5439	ENSG00000284690	CD300H	CD300H molecule (gene/pseudogene)
5440	ENSG00000221638	LOC124906195	small nucleolar RNA U3
5441	ENSG00000231781		
5442	ENSG00000276918	Metazoa_SRP	Metazoan signal recognition particle RNA
5443	ENSG00000309414		
5444	ENSG00000303223		
5445	ENSG00000304114		
5446	ENSG00000274314	MIR6749	microRNA 6749
5447	ENSG00000298575		
5448	ENSG00000238055	RPL36AP24	ribosomal protein L36a pseudogene 24
5449	ENSG00000302112		
5450	ENSG00000229722		
5451	ENSG00000296216		
5452	ENSG00000225585	IPPKP1	inositol 1,3,4,5,6-pentakisphosphate 2-kinase pseudogene 1
5453	ENSG00000282160		
5454	ENSG00000300597		
5455	ENSG00000186895	FGF3	fibroblast growth factor 3
5456	ENSG00000213606	AKR1B10P1	aldo-keto reductase family 1 member B10 pseudogene 1
5457	ENSG00000158457	TSPAN33	tetraspanin 33
5458	ENSG00000308599		
5459	ENSG00000232872	CTAGE3P	CTAGE family member 3, pseudogene
5460	ENSG00000228842	PCDH9-AS2	PCDH9 antisense RNA 2
5461	ENSG00000291295		
5462	ENSG00000271621		
5463	ENSG00000175879	HOXD8	homeobox D8
5464	ENSG00000308284		
5465	ENSG00000293580		
5466	ENSG00000279884		
5467	ENSG00000293238	UNC93B6	unc-93 homolog B6 (pseudogene)
5468	ENSG00000162621	LRRC53	leucine rich repeat containing 53
5469	ENSG00000297619		
5470	ENSG00000286275		
5471	ENSG00000301025		
5472	ENSG00000207237	RNU6-110P	RNA, U6 small nuclear 110, pseudogene
5473	ENSG00000218728	KRT18P44	keratin 18 pseudogene 44
5474	ENSG00000302624	LOC105378639	uncharacterized LOC105378639
5475	ENSG00000234397	PPIAP34	peptidylprolyl isomerase A pseudogene 34
5476	ENSG00000254645	LOC105376567	uncharacterized LOC105376567
5477	ENSG00000212432	SNORA75	Small nucleolar RNA SNORA75
5478	ENSG00000165685	TMEM52B	transmembrane protein 52B
5479	ENSG00000299300		
5480	ENSG00000256148		
5481	ENSG00000235503		
5482	ENSG00000266109	MIR4440	microRNA 4440
5483	ENSG00000291119	DPY19L2P4	DPY19L2 pseudogene 4
5484	ENSG00000261206	LINC00561	long intergenic non-protein coding RNA 561
5485	ENSG00000264534	MIR378B	microRNA 378b
5486	ENSG00000277545		
5487	ENSG00000266569	RN7SL377P	RNA, 7SL, cytoplasmic 377, pseudogene
5488	ENSG00000299575		
5489	ENSG00000106178	CCL24	C-C motif chemokine ligand 24
5490	ENSG00000237247	MBD3L5	methyl-CpG binding domain protein 3 like 5
5491	ENSG00000239744	RN7SL63P	RNA, 7SL, cytoplasmic 63, pseudogene
5492	ENSG00000302355		
5493	ENSG00000301480		
5494	ENSG00000299937		
5495	ENSG00000269067	ZNF728	zinc finger protein 728
5496	ENSG00000267693		
5497	ENSG00000234714		
5498	ENSG00000163295	ALPI	alkaline phosphatase, intestinal
5499	ENSG00000231660	RPS8P6	ribosomal protein S8 pseudogene 6
5500	ENSG00000230944		
5501	ENSG00000236744		
5502	ENSG00000254417	LINC02584	long intergenic non-protein coding RNA 2584
5503	ENSG00000128709	HOXD9	homeobox D9
5504	ENSG00000286041		
5505	ENSG00000261815		
5506	ENSG00000301578		
5507	ENSG00000207804	MIR599	microRNA 599
5508	ENSG00000304986		
5509	ENSG00000309208		
5510	ENSG00000233778		
5511	ENSG00000300401		
5512	ENSG00000301251		
5513	ENSG00000294334		
5514	ENSG00000214914	RPL23AP3	ribosomal protein L23a pseudogene 3
5515	ENSG00000237074	LINC02942	long intergenic non-protein coding RNA 2942
5516	ENSG00000304942		
5517	ENSG00000232964	LINC01737	long intergenic non-protein coding RNA 1737
5518	ENSG00000230404		
5519	ENSG00000301680		
5520	ENSG00000298042		
5521	ENSG00000063515	GSC2	goosecoid homeobox 2
5522	ENSG00000250929	LINC01181	long intergenic non-protein coding RNA 1181
5523	ENSG00000287332		
5524	ENSG00000255733	IFNG-AS1	IFNG regulatory antisense RNA 1
5525	ENSG00000257302	FAHD2P1	fumarylacetoacetate hydrolase domain containing 2 pseudogene 1
5526	ENSG00000227757		
5527	ENSG00000232539	LINC00945	long intergenic non-protein coding RNA 945
5528	ENSG00000296745		
5529	ENSG00000306941		
5530	ENSG00000237770	SPATA31D2P	SPATA31 subfamily D member 2, pseudogene
5531	ENSG00000231600		
5532	ENSG00000215785	CFL1P6	cofilin 1 pseudogene 6
5533	ENSG00000296348		
5534	ENSG00000297850		
5535	ENSG00000298447		
5536	ENSG00000306859		
5537	ENSG00000300231		
5538	ENSG00000289080		
5539	ENSG00000156885	COX6A2	cytochrome c oxidase subunit 6A2
5540	ENSG00000252587	RNA5SP422	RNA, 5S ribosomal pseudogene 422
5541	ENSG00000276345		
5542	ENSG00000304067		
5543	ENSG00000240237	RPL21P78	ribosomal protein L21 pseudogene 78
5544	ENSG00000257757	OR6C7P	olfactory receptor family 6 subfamily C member 7 pseudogene
5545	ENSG00000240710		
5546	ENSG00000288262	ZNF73P	zinc finger protein 73, pseudogene
5547	ENSG00000294142		
5548	ENSG00000275725		
5549	ENSG00000296707		
5550	ENSG00000254871	FBLIM1P2	FBLIM1 pseudogene 2
5551	ENSG00000254622	NAV2-AS4	NAV2 antisense RNA 4
5552	ENSG00000309240		
5553	ENSG00000302753		
5554	ENSG00000225612	LOC105375589	uncharacterized LOC105375589
5555	ENSG00000100341	PNPLA5	patatin like domain 5, triacylglycerol lipase
5556	ENSG00000297913		
5557	ENSG00000158714	SLAMF8	SLAM family member 8
5558	ENSG00000243811	APOBEC3D	apolipoprotein B mRNA editing enzyme catalytic subunit 3D
5559	ENSG00000294828		
5560	ENSG00000252928	RNU6-64P	RNA, U6 small nuclear 64, pseudogene
5561	ENSG00000242258	LINC00996	long intergenic non-protein coding RNA 996
5562	ENSG00000020219	CCT8L1P	chaperonin containing TCP1 subunit 8 like 1, pseudogene
5563	ENSG00000167768	KRT1	keratin 1
5564	ENSG00000289338		
5565	ENSG00000303072		
5566	ENSG00000211491	MIR320D1	microRNA 320d-1
5567	ENSG00000299335		
5568	ENSG00000259108	LINC01595	long intergenic non-protein coding RNA 1595
5569	ENSG00000268906		
5570	ENSG00000298273		
5571	ENSG00000237064	EIF3IP1	eukaryotic translation initiation factor 3 subunit I pseudogene 1
5572	ENSG00000226962	RAC1P6	Rac family small GTPase 1 pseudogene 6
5573	ENSG00000308092		
5574	ENSG00000231244	PSMC1P3	proteasome 26S subunit, ATPase 1 pseudogene 3
5575	ENSG00000199646	RNU6-1272P	RNA, U6 small nuclear 1272, pseudogene
5576	ENSG00000280105		
5577	ENSG00000303429		
5578	ENSG00000230301	OR5H6	olfactory receptor family 5 subfamily H member 6
5579	ENSG00000206622	SNORA69	small nucleolar RNA, H/ACA box 69
5580	ENSG00000293858		
5581	ENSG00000231740		
5582	ENSG00000220541	PPIHP2	peptidylprolyl isomerase H pseudogene 2
5583	ENSG00000223883	LINC01707	long intergenic non-protein coding RNA 1707
5584	ENSG00000304090		
5585	ENSG00000189401	OTUD6A	OTU deubiquitinase 6A
5586	ENSG00000187601	MAGEH1	MAGE family member H1
5587	ENSG00000302645		
5588	ENSG00000301444		
5589	ENSG00000298438		
5590	ENSG00000286465		
5591	ENSG00000118271	TTR	transthyretin
5592	ENSG00000199716	Y_RNA	Y RNA
5593	ENSG00000134438	RAX	retina and anterior neural fold homeobox
5594	ENSG00000121807	CCR2	C-C motif chemokine receptor 2
5595	ENSG00000057149	SERPINB3	serpin family B member 3
5596	ENSG00000264116		
5597	ENSG00000237676	RPL30P4	ribosomal protein L30 pseudogene 4
5598	ENSG00000272334		
5599	ENSG00000276403		
5600	ENSG00000179304	FAM156B	family with sequence similarity 156 member B
5601	ENSG00000244239	ICA1-AS1	ICA1 antisense RNA 1
5602	ENSG00000300522		
5603	ENSG00000215043	GLULP6	glutamate-ammonia ligase pseudogene 6
5604	ENSG00000266899	AKR1B1P7	aldo-keto reductase family 1 member B1 pseudogene 7
5605	ENSG00000207360	RNU6-14P	RNA, U6 small nuclear 14, pseudogene
5606	ENSG00000220949		
5607	ENSG00000300758		
5608	ENSG00000303536	LOC124901636	uncharacterized LOC124901636
5609	ENSG00000185177	ZNF479	zinc finger protein 479
5610	ENSG00000236380	VENTXP7	VENT homeobox pseudogene 7
5611	ENSG00000215016	RPL24P7	RPL24 pseudogene 7
5612	ENSG00000257649	TMT1AP1	thiol methyltransferase 1A pseudogene 1
5613	ENSG00000115263	GCG	glucagon
5614	ENSG00000224933	LINC01034	long intergenic non-protein coding RNA 1034
5615	ENSG00000224347	SCEL-AS1	SCEL antisense RNA 1
5616	ENSG00000301949		
5617	ENSG00000270400		
5618	ENSG00000227260	LINC01985	long intergenic non-protein coding RNA 1985
5619	ENSG00000295441		
5620	ENSG00000228168	HNRNPA1P21	heterogeneous nuclear ribonucleoprotein A1 pseudogene 21
5621	ENSG00000290719		
5622	ENSG00000233211	GRPEL2P1	GRPEL2 pseudogene 1
5623	ENSG00000176281	OR4K5	olfactory receptor family 4 subfamily K member 5
5624	ENSG00000228897		
5625	ENSG00000212695	RPL18AP11	ribosomal protein L18a pseudogene 11
5626	ENSG00000237750	KCNH7-AS1	KCNH7 antisense RNA 1
5627	ENSG00000310257		
5628	ENSG00000249210	GAPDHP38	glyceraldehyde 3 phosphate dehydrogenase pseudogene 38
5629	ENSG00000253021	RNU6-902P	RNA, U6 small nuclear 902, pseudogene
5630	ENSG00000243297	RPL31P61	ribosomal protein L31 pseudogene 61
5631	ENSG00000296069		
5632	ENSG00000309592		
5633	ENSG00000007908	SELE	selectin E
5634	ENSG00000229785	SLC25A38P1	SLC25A38 pseudogene 1
5635	ENSG00000128253	RFPL2	ret finger protein like 2
5636	ENSG00000298942		
5637	ENSG00000293905		
5638	ENSG00000211739	TRBV12-2	T cell receptor beta variable 12-2 (pseudogene)
5639	ENSG00000201432	Y_RNA	Y RNA
5640	ENSG00000259831	LINC00567	long intergenic non-protein coding RNA 567
5641	ENSG00000233644	ARHGEF7-IT1	ARHGEF7 intronic transcript 1
5642	ENSG00000303035		
5643	ENSG00000259045	MTCO1P2	MT-CO1 pseudogene 2
5644	ENSG00000309656		
5645	ENSG00000229673		
5646	ENSG00000302858		
5647	ENSG00000234586	LOC100130801	lupus La protein-like
5648	ENSG00000205274	TRBV20OR9-2	T cell receptor beta variable 20/OR9-2 (non-functional)
5649	ENSG00000281128	PTENP1-AS	PTENP1 antisense RNA
5650	ENSG00000308782		
5651	ENSG00000183024	OR1G1	olfactory receptor family 1 subfamily G member 1
5652	ENSG00000272071		
5653	ENSG00000169777	TAS2R1	taste 2 receptor member 1
5654	ENSG00000302913		
5655	ENSG00000249199		
5656	ENSG00000309262		
5657	ENSG00000252343	RNU2-34P	RNA, U2 small nuclear 34, pseudogene
5658	ENSG00000253743	MARK2P11	MARK2 pseudogene 11
5659	ENSG00000250405	LOC402229	SURP and G-patch domain containing 1 pseudogene
5660	ENSG00000239642	MEIKIN	meiotic kinetochore factor
5661	ENSG00000250346	EEF1GP2	eukaryotic translation elongation factor 1 gamma pseudogene 2
5662	ENSG00000183807	FAM162B	family with sequence similarity 162 member B
5663	ENSG00000309834		
5664	ENSG00000252157	RNU6-479P	RNA, U6 small nuclear 479, pseudogene
5665	ENSG00000265777	RN7SL624P	RNA, 7SL, cytoplasmic 624, pseudogene
5666	ENSG00000277200	CCDC92B	coiled-coil domain containing 92B
5667	ENSG00000213630	BOLA3P3	bolA family member 3 pseudogene 3
5668	ENSG00000286625		
5669	ENSG00000279249	SYNAGE	synapse stability regulating cerebellar lncRNA
5670	ENSG00000306164		
5671	ENSG00000238098	ABCA17P	ATP binding cassette subfamily A member 17, pseudogene
5672	ENSG00000248799		
5673	ENSG00000248634		
5674	ENSG00000133710	SPINK5	serine peptidase inhibitor Kazal type 5
5675	ENSG00000214702	COMMD4P2	COMM domain containing 4 pseudogene 2
5676	ENSG00000295592		
5677	ENSG00000212933	KRTAP12-4	keratin associated protein 12-4
5678	ENSG00000289144		
5679	ENSG00000307204		
5680	ENSG00000300578		
5681	ENSG00000289962		
5682	ENSG00000266006	MIR4488	microRNA 4488
5683	ENSG00000256341		
5684	ENSG00000276598	MIR6893	microRNA 6893
5685	ENSG00000255085		
5686	ENSG00000275345		
5687	ENSG00000215812	ZNF847P	zinc finger protein 847, pseudogene
5688	ENSG00000304171		
5689	ENSG00000303285		
5690	ENSG00000223982	SNRPD2P2	small nuclear ribonucleoprotein D2 pseudogene 2
5691	ENSG00000259441	MRPL15P1	mitochondrial ribosomal protein L15 pseudogene 1
5692	ENSG00000295975		
5693	ENSG00000222308	RNA5SP198	RNA, 5S ribosomal pseudogene 198
5694	ENSG00000296262		
5695	ENSG00000259660	DNM1P47	dynamin 1 pseudogene 47
5696	ENSG00000306175		
5697	ENSG00000171815	PCDHB1	protocadherin beta 1
5698	ENSG00000270598		
5699	ENSG00000222515	RN7SKP240	RN7SK pseudogene 240
5700	ENSG00000306927		
5701	ENSG00000259619		
5702	ENSG00000235901	CCSER2P1	CCSER2 pseudogene 1
5703	ENSG00000274716	U4	U4 spliceosomal RNA
5704	ENSG00000301407		
5705	ENSG00000253269		
5706	ENSG00000234511	C5orf58	chromosome 5 open reading frame 58
5707	ENSG00000182132	KCNIP1	potassium voltage-gated channel interacting protein 1
5708	ENSG00000275898		
5709	ENSG00000293801		
5710	ENSG00000306542		
5711	ENSG00000294244		
5712	ENSG00000203857	HSD3B1	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1
5713	ENSG00000226443	GAPDHP32	glyceraldehyde 3 phosphate dehydrogenase pseudogene 32
5714	ENSG00000101958	GLRA2	glycine receptor alpha 2
5715	ENSG00000236040	CHIAP1	chitinase, acidic pseudogene 1
5716	ENSG00000271810		
5717	ENSG00000214360	EFCAB9	EF-hand calcium binding domain 9
5718	ENSG00000300683		
5719	ENSG00000299638		
5720	ENSG00000233730	LINC01765	long intergenic non-protein coding RNA 1765
5721	ENSG00000298597		
5722	ENSG00000256884	LOC105370024	uncharacterized LOC105370024
5723	ENSG00000287969		
5724	ENSG00000303360		
5725	ENSG00000304152		
5726	ENSG00000233714		
5727	ENSG00000228159	LINC01674	long intergenic non-protein coding RNA 1674
5728	ENSG00000307254		
5729	ENSG00000295270		
5730	ENSG00000295015		
5731	ENSG00000256982		
5732	ENSG00000307429		
5733	ENSG00000265486	RN7SL518P	RNA, 7SL, cytoplasmic 518, pseudogene
5734	ENSG00000304257		
5735	ENSG00000228055	FAM245A	family with sequence similarity 245 member A
5736	ENSG00000236989		
5737	ENSG00000304724		
5738	ENSG00000301784	LOC105374960	uncharacterized LOC105374960
5739	ENSG00000207171	LOC124900181	small nucleolar RNA SNORA51
5740	ENSG00000302493		
5741	ENSG00000304492		
5742	ENSG00000171053	PATE1	prostate and testis expressed 1
5743	ENSG00000287666	LOC105369591	uncharacterized LOC105369591
5744	ENSG00000287790		
5745	ENSG00000168367	LINC00917	long intergenic non-protein coding RNA 917
5746	ENSG00000297815		
5747	ENSG00000298230		
5748	ENSG00000228819	AGKP2	AGK pseudogene 2
5749	ENSG00000231929	HMGB3P31	high mobility group box 3 pseudogene 31
5750	ENSG00000280341		
5751	ENSG00000300217		
5752	ENSG00000306679		
5753	ENSG00000236678	LINC00347	long intergenic non-protein coding RNA 347
5754	ENSG00000306546		
5755	ENSG00000289594		
5756	ENSG00000303813		
5757	ENSG00000303827		
5758	ENSG00000278698	LOC105370349	uncharacterized LOC105370349
5759	ENSG00000304474		
5760	ENSG00000225285	LINC01770	long intergenic non-protein coding RNA 1770
5761	ENSG00000297438		
5762	ENSG00000294873		
5763	ENSG00000309062		
5764	ENSG00000290577		
5765	ENSG00000125285	SOX21	SRY-box transcription factor 21
5766	ENSG00000235137	HSP90AB6P	heat shock protein 90 alpha family class B member 6, pseudogene
5767	ENSG00000306826		
5768	ENSG00000226297	RPL17P14	ribosomal protein L17 pseudogene 14
5769	ENSG00000223027	LOC124900293	small nucleolar RNA SNORA57
5770	ENSG00000241621	GOLGA2P6	GOLGA2 pseudogene 6
5771	ENSG00000232087	HCFC2P1	host cell factor C2 pseudogene 1
5772	ENSG00000173673	HES3	hes family bHLH transcription factor 3
5773	ENSG00000130595	TNNT3	troponin T3, fast skeletal type
5774	ENSG00000167311	ART5	ADP-ribosyltransferase 5
5775	ENSG00000206976		
5776	ENSG00000235263		
5777	ENSG00000304718		
5778	ENSG00000269113	TRABD2B	TraB domain containing 2B
5779	ENSG00000290466		
5780	ENSG00000223720		
5781	ENSG00000299057		
5782	ENSG00000216069	MIR875	microRNA 875
5783	ENSG00000287160		
5784	ENSG00000297154		
5785	ENSG00000250122		
5786	ENSG00000258115		
5787	ENSG00000308877		
5788	ENSG00000234703	RUNX1-AS2	RUNX1 antisense RNA 2
5789	ENSG00000265422	MIR4684	microRNA 4684
5790	ENSG00000229465	ACTG1P11	actin gamma 1 pseudogene 11
5791	ENSG00000284744		
5792	ENSG00000295108		
5793	ENSG00000305236		
5794	ENSG00000287586		
5795	ENSG00000235295	LINC01634	long intergenic non-protein coding RNA 1634
5796	ENSG00000305055		
5797	ENSG00000201201	RN7SKP118	RN7SK pseudogene 118
5798	ENSG00000287549		
5799	ENSG00000285740		
5800	ENSG00000271495		
5801	ENSG00000294120		
5802	ENSG00000301782		
5803	ENSG00000278905		
5804	ENSG00000200434	RNA5-8SP2	RNA, 5.8S ribosomal pseudogene 2
5805	ENSG00000257408	ABCA3P1	ABCA3 pseudogene 1
5806	ENSG00000290426		
5807	ENSG00000224473	CCND3P1	cyclin D3 pseudogene 1
5808	ENSG00000281560	LSINCT5	long stress-induced non-coding transcript 5
5809	ENSG00000306849		
5810	ENSG00000261472		
5811	ENSG00000266307	MIR5093	microRNA 5093
5812	ENSG00000294473		
5813	ENSG00000305209		
5814	ENSG00000138136	LBX1	ladybird homeobox 1
5815	ENSG00000166927	MS4A7	membrane spanning 4-domains A7
5816	ENSG00000166961	MS4A15	membrane spanning 4-domains A15
5817	ENSG00000304647		
5818	ENSG00000260816		
5819	ENSG00000287486		
5820	ENSG00000290097		
5821	ENSG00000163499	CRYBA2	crystallin beta A2
5822	ENSG00000267919		
5823	ENSG00000307133		
5824	ENSG00000156298	TSPAN7	tetraspanin 7
5825	ENSG00000297768		
5826	ENSG00000170430	MGMT	O-6-methylguanine-DNA methyltransferase
5827	ENSG00000283141	LINC02666	long intergenic non-protein coding RNA 2666
5828	ENSG00000308448		
5829	ENSG00000204780	IGKV1OR9-1	immunoglobulin kappa variable 1/OR9-1 (pseudogene)
5830	ENSG00000304690		
5831	ENSG00000177693	OR4F4	olfactory receptor family 4 subfamily F member 4
5832	ENSG00000188038	NRN1L	neuritin 1 like
5833	ENSG00000274441		
5834	ENSG00000296805		
5835	ENSG00000253572		
5836	ENSG00000243160	RPL7AP32	ribosomal protein L7a pseudogene 32
5837	ENSG00000297205		
5838	ENSG00000249183	SUMO2P4	SUMO2 pseudogene 4
5839	ENSG00000254686		
5840	ENSG00000122254	HS3ST2	heparan sulfate-glucosamine 3-sulfotransferase 2
5841	ENSG00000212593	SNORA75	Small nucleolar RNA SNORA75
5842	ENSG00000231876		
5843	ENSG00000207266	RNU6-1241P	RNA, U6 small nuclear 1241, pseudogene
5844	ENSG00000254339		
5845	ENSG00000280396		
5846	ENSG00000283453	PRIM2BP	primase 2B, pseudogene
5847	ENSG00000112559	MDFI	MyoD family inhibitor
5848	ENSG00000096088	PGC	progastricsin
5849	ENSG00000186328	ATP6V1FP1	ATP6V1F pseudogene 1
5850	ENSG00000307849		
5851	ENSG00000297259		
5852	ENSG00000286196		
5853	ENSG00000308128		
5854	ENSG00000207419	LOC124900221	small nucleolar RNA SNORA67
5855	ENSG00000299128		
5856	ENSG00000294222		
5857	ENSG00000290789		
5858	ENSG00000216412	RPL12P2	ribosomal protein L12 pseudogene 2
5859	ENSG00000309975		
5860	ENSG00000177301	KCNA2	potassium voltage-gated channel subfamily A member 2
5861	ENSG00000229752	RPL7P10	ribosomal protein L7 pseudogene 10
5862	ENSG00000250497		
5863	ENSG00000287360		
5864	ENSG00000248138		
5865	ENSG00000298732		
5866	ENSG00000212901	KRTAP3-1	keratin associated protein 3-1
5867	ENSG00000307895		
5868	ENSG00000275713	H2BC9	H2B clustered histone 9
5869	ENSG00000309312		
5870	ENSG00000255078	OR4A6P	olfactory receptor family 4 subfamily A member 6 pseudogene
5871	ENSG00000254723	OR4A12P	olfactory receptor family 4 subfamily A member 12 pseudogene
5872	ENSG00000181698	OR5T1	olfactory receptor family 5 subfamily T member 1
